токен,класс,k,до ближайшего,сосед свой
Ġso,служ,3,0.5729644485781096,True
ized,подслово,1,0.7027973514055201,False
Ġsense,смысл-част,1,0.8112784684863507,False
Ġfor,служ,3,0.464771895473765,True
Ġare,служ,1,0.6436575397155524,False
Ġblue,смысл-редк,1,0.6711171754248695,False
Ġthe,сток,1,0.015477527049711509,False
Ġlives,смысл-редк,1,0.725292196305349,False
Ġnever,служ,1,0.6673936912783772,False
Ġto,служ,6,0.3213559992339302,True
Ġcase,смысл-част,1,0.8068707023633264,False
Ġneither,служ,1,0.8911722387944054,False
Ġf,смысл-част,1,0.6653329435139589,False
Ġview,смысл-част,1,0.7377002132954029,False
Ġelse,смысл-част,1,0.8179224478435598,False
Ġcall,смысл-част,1,0.7031821401591801,False
Ġhomosexuality,смысл-редк,1,0.535217557026048,False
unn,подслово,1,0.9495856988638907,False
"""",пункт,6,0.3024946497547053,True
ĠIt,служ,1,0.6857409191852907,False
Ġif,служ,1,0.854675894377766,False
Ġqueer,смысл-редк,2,0.2346676760364161,True
Ġmakes,смысл-част,1,0.8052103920861443,False
ĠLikewise,смысл-редк,1,0.7962053427203891,False
Ġattraction,смысл-редк,1,0.7079928383030067,False
Ġit,служ,7,0.35709601530264135,True
ĠAnd,служ,1,0.8038626112711491,False
Ġcolour,смысл-редк,1,0.6880113559340719,False
Ġthis,служ,3,0.5689226762673214,True
Ġthat,служ,2,0.591294554305863,True
",",пункт,7,0.32639246477512096,True
Ġexperience,смысл-част,1,0.7487966923193656,False
Ġsomething,смысл-част,2,0.4534521984384938,True
Ġa,служ,4,0.39382550646556747,True
Ġlike,смысл-част,2,0.6235500635073057,True
Ġqueer,смысл-редк,2,0.2346676760364161,True
Ġorigin,смысл-редк,1,0.7022833950007984,False
Ġfind,смысл-част,1,0.7869627275400752,False
Ġit,служ,7,0.6565166340034407,True
Ġcondem,смысл-редк,1,0.8439987024308389,False
Ġan,служ,1,0.5734068229058639,False
Ġdo,служ,1,0.778891509773148,False
.,пункт,9,0.20836708039772303,True
",",пункт,7,0.4692082468521181,True
Ġargument,смысл-редк,2,0.6205703677189045,True
Ġit,служ,7,0.35709601530264135,True
Ġdon,смысл-част,1,0.6686160452203254,False
Ġgay,смысл-редк,3,0.3873588056224268,True
Ġgay,смысл-редк,3,0.3873588056224268,True
greater,подслово,1,0.8133207231074085,False
Ġculture,смысл-редк,1,0.7067113513514048,False
Ġbiology,смысл-редк,1,0.4968107703109235,False
Ġcause,смысл-част,1,0.8068707023633264,False
Ġsee,смысл-част,2,0.28440606677634495,True
Ġor,служ,2,0.5848835510891024,True
.,сток,9,0.015477527049711509,False
:,пункт,1,0.7137648899369693,False
Ġto,служ,6,0.3213559992339302,True
",",пункт,7,0.3822345203965234,True
Ġmuch,служ,1,0.6679685352025806,False
Ġit,сток,7,0.02300979590104247,False
.,пункт,9,0.3098326982067009,True
Ġas,служ,1,0.7831562568417559,False
Ġto,служ,6,0.5605267065415812,True
Ġnature,смысл-редк,2,0.5102581886830159,True
Ġfew,служ,1,0.6908303894146893,False
I,подслово,1,0.5930375892227856,False
Ġdefect,смысл-редк,1,0.7022833950007984,False
Ġbiological,смысл-редк,1,0.4968107703109235,False
Ġcommunity,смысл-редк,1,0.7035774275518691,False
Ġvariation,смысл-редк,1,0.7472662816601046,False
Ġme,служ,2,0.20039259631409775,True
Ġlove,смысл-част,2,0.6321225069291238,True
Ġdoesn,смысл-част,2,0.4097280303502304,True
Ġbe,служ,1,0.7337000825253247,False
ĠThe,служ,2,0.37869390571049294,True
Ġa,служ,4,0.27784524044491815,True
Ġso,служ,3,0.5729644485781096,True
Ġmore,служ,1,0.7795701311172245,False
Ġor,служ,2,0.5848835510891024,True
Ġsomeone,смысл-част,1,0.7753871060766322,False
Ġa,служ,4,0.36673441162952364,True
Ġmoral,смысл-редк,1,0.6737739404921077,False
.,пункт,9,0.27069597974544674,True
Ġonly,служ,1,0.759891774464299,False
"""",пункт,6,0.32968834429282456,True
Ġway,смысл-част,2,0.4723757329490438,True
.,пункт,9,0.20836708039772303,True
.,пункт,9,0.2300563524012716,True
side,подслово,1,0.8515715479723895,False
Ġinvestigating,смысл-редк,1,0.7395927829005675,False
Ġin,служ,3,0.5258056703950956,True
ĠWhy,служ,1,0.6640352204251134,False
Ġit,служ,7,0.4614374487952932,True
ure,подслово,1,0.8523877301176583,False
Ġdoes,служ,1,0.80064481540622,False
Ġlove,смысл-част,2,0.6321225069291238,True
Ġgrew,смысл-редк,1,0.8143605236227052,False
.,пункт,9,0.2379730659820211,True
Ġhas,служ,1,0.6627068835941567,False
Ġinto,служ,1,0.7335018221578965,False
Ġis,служ,2,0.4124886410008457,True
Ġgenetic,смысл-редк,1,0.6754352875660611,False
Ġeng,смысл-редк,1,0.7208188832011397,False
Ġneutral,смысл-редк,1,0.7631282431620474,False
ĠTo,служ,2,0.2404448026112648,True
Ġpeople,смысл-част,2,0.5585316952836484,True
Ġhave,служ,1,0.6627068835941567,False
Ġpathological,смысл-редк,2,0.5148029147481408,True
Ġit,служ,7,0.4614374487952932,True
Ġthis,служ,3,0.539873693240218,True
"""",пункт,6,0.35206300754205805,True
Ġpathological,смысл-редк,2,0.5148029147481408,True
Ġbiologically,смысл-редк,1,0.5340324095202651,False
Ġsexual,смысл-редк,1,0.6618054040610613,False
Ġthat,служ,2,0.591294554305863,True
ĠThe,служ,2,0.37869390571049294,True
Ġput,смысл-част,1,0.6677156761610566,False
Ġwrong,смысл-част,1,0.695001446416229,False
",",пункт,7,0.4526760445359006,True
Ġinherently,смысл-редк,1,0.662676142022522,False
Ġthis,служ,3,0.539873693240218,True
Ġof,служ,3,0.4107404824272474,True
Ġthey,служ,1,0.7035954969629709,False
ions,подслово,1,0.6653329435139589,False
Ġsomehow,смысл-редк,1,0.662676142022522,False
Ġbeing,служ,3,0.35480353708798545,True
Ġbeing,служ,3,0.49101452316171396,True
Ġme,служ,2,0.20039259631409775,True
oph,подслово,1,0.7703124477462235,False
"Ġ""",пункт,5,0.2397863661306354,True
Ġbecame,смысл-част,1,0.7232857783692048,False
Ġmy,служ,1,0.7022459841072982,False
Ġin,служ,3,0.4373671818474857,True
Ġto,служ,6,0.49482467908432304,True
"""",сток,6,0.029710219965297272,False
ĠI,служ,1,0.5930375892227856,False
Ġsomething,смысл-част,2,0.4534521984384938,True
's,подслово,1,0.7022459841072982,False
Ġis,служ,2,0.4124886410008457,True
Ġpeople,смысл-част,2,0.5585316952836484,True
Ġfor,служ,3,0.5590916740868593,True
Ġwouldn,смысл-редк,2,0.2804049328332974,True
Ġlived,смысл-редк,1,0.7232857783692048,False
Ġperson,смысл-част,1,0.6571816507242306,False
Ġso,служ,3,0.5905518223570063,True
ished,подслово,1,0.7027973514055201,False
oral,подслово,1,0.6737739404921077,False
Ġcould,служ,1,0.7982575867401058,False
Ġfrom,служ,2,0.5209937150114616,True
.,пункт,9,0.2920373940019102,True
Ġmean,смысл-част,1,0.7146438087024886,False
Ġto,служ,6,0.49482467908432304,True
Ġthan,служ,1,0.8079020285501278,False
right,подслово,1,0.9074795506257513,False
Ġa,служ,4,0.27784524044491815,True
.,пункт,9,0.2300563524012716,True
Ġdirection,смысл-редк,1,0.8223942276058592,False
Ġfor,служ,3,0.464771895473765,True
Ġsociety,смысл-редк,1,0.7035774275518691,False
",",пункт,7,0.36419761585315524,True
Ġlike,смысл-част,2,0.6235500635073057,True
Ġgay,смысл-редк,3,0.4343578200499922,True
"""",пункт,6,0.3459031020241147,True
Ġway,смысл-част,2,0.4723757329490438,True
Ġof,служ,3,0.4107404824272474,True
ning,подслово,1,0.8439987024308389,False
Ġenvironmental,смысл-редк,1,0.7293384605244868,False
Ġwhy,служ,1,0.6640352204251134,False
"Ġ""",пункт,5,0.33076561953017874,True
Ġvery,служ,1,0.6908303894146893,False
Ġbelieve,смысл-част,1,0.6599053209850858,False
",",пункт,11,0.5445247714750714,True
Ġmore,служ,1,0.8391713274159196,False
Ġpatient,смысл-редк,1,0.6667508904503641,False
Ġof,служ,6,0.4922481400707342,True
Ġconsent,смысл-редк,1,0.7715489821781266,False
Ġrebounds,смысл-редк,1,0.7281605159736425,False
Ġdifferent,смысл-част,1,0.759570901189206,False
's,подслово,1,0.6208892701853103,False
Ġjust,служ,1,0.8053019616528001,False
Ġadvances,смысл-редк,1,0.7281605159736425,False
Ġit,служ,7,0.4400502936670213,True
Ġbe,служ,1,0.7845404512373588,False
",",пункт,11,1.0136872048635694,True
",",пункт,11,0.24637017517852416,True
Ġwould,служ,1,0.7211026596546407,False
Ġdifference,смысл-редк,1,0.7670541141419042,False
Ġall,служ,1,0.832688210038726,False
.,пункт,7,0.3386917141570212,True
ĠChurch,смысл-редк,1,0.6941468891585539,False
Ġunderstanding,смысл-редк,1,0.7805479705470025,False
Ġsomething,смысл-част,1,0.6747713662333262,False
Ġto,служ,9,0.5270394774838145,True
Ġhave,служ,2,0.6226556258673248,True
"Ġ""",пункт,3,0.2918827673335675,True
ĠGeorge,смысл-редк,1,0.6828353263604702,False
Ġthey,служ,3,0.39195232246025424,True
Ġdiseases,смысл-редк,1,0.7085721451999715,False
Ġwho,служ,2,0.682014910546267,True
Ġit,служ,7,0.45172122682610816,True
Ġthreat,смысл-редк,1,0.699618777402709,False
Ġonline,смысл-част,1,0.7249780391970858,False
ĠLondon,смысл-редк,1,0.7315567228569417,False
"Ġ""",пункт,3,0.4895216363740126,True
Ġit,служ,7,0.26299042436375686,True
Ġwith,служ,1,0.8626062692785117,False
Ġand,служ,5,0.26550322272761256,True
Ġrisks,смысл-редк,2,0.5284748324153172,True
Ġmedical,смысл-редк,1,0.8158978831260191,False
Ġgovernment,смысл-част,1,0.7435414337872901,False
Ġit,служ,7,0.37458499585065946,True
"Ġ""",пункт,3,0.2918827673335675,True
Ġfor,служ,4,0.5578321330069829,True
Ġstudy,смысл-част,1,0.7196785191089115,False
",",пункт,11,0.4602503665678589,True
Ġtests,смысл-редк,1,0.7234396175046852,False
.,пункт,7,0.3386917141570212,True
Ġand,служ,5,0.510242534051717,True
Ġexecutive,смысл-редк,1,0.7783277845977696,False
Ġthe,сток,5,0.04145222453745132,False
Ġit,служ,7,0.26299042436375686,True
Ġto,служ,9,0.5015083413219952,True
Ġbiological,смысл-редк,1,0.635093771738022,False
Ġpublished,смысл-редк,1,0.6953347220790832,False
Ġfully,смысл-редк,1,0.8128199697600209,False
Ġdifficult,смысл-част,1,0.7828769803999692,False
Ġsome,служ,1,0.6566087598983004,False
Ġtaking,смысл-част,1,0.759525680770521,False
Ġthat,служ,3,0.372408813000653,True
Ġyou,служ,2,0.5686452585080999,True
Ġtheir,служ,4,0.3798614507779157,True
Ġwithout,служ,1,0.893232581332584,False
ield,подслово,1,0.6983420261141473,False
're,подслово,2,0.44915162111629214,True
omics,подслово,1,0.6312212326154055,False
Ġwill,служ,1,0.6464768592204283,False
.,пункт,7,0.4828497573646812,True
Ġtrying,смысл-част,1,0.6699817595354602,False
:,пункт,1,0.7428253668200239,False
Ġof,служ,6,0.46744126040308215,True
Ġcould,служ,2,0.44151721275905415,True
Ġanonymity,смысл-редк,1,0.7677703736880432,False
Ġ100,пункт,1,0.9489491930142218,False
Ġa,служ,2,0.41654316254222384,True
",",пункт,11,0.24637017517852416,True
",",пункт,11,0.4602503665678589,True
Ġcontributing,смысл-редк,1,0.6699817595354602,False
Ġlist,смысл-част,1,0.699618777402709,False
ing,подслово,1,0.7078565458673899,False
Ġstudent,смысл-редк,1,0.7196785191089115,False
Ġsaid,смысл-част,3,0.49042213453907385,True
Ġwarned,смысл-редк,1,0.786282482507906,False
Ġcase,смысл-част,1,0.7571191337306136,False
ĠBio,смысл-редк,1,0.7184061996626459,False
",",пункт,11,0.47429141680157527,True
Ġsaid,смысл-част,3,0.16309986747569938,True
Ġgenes,смысл-редк,1,0.6655846905660684,False
Ġthe,служ,5,0.37552005337583855,True
Ġaround,служ,1,0.7492038130660091,False
Ġgive,смысл-част,1,0.7909483996231904,False
Ġrelatives,смысл-редк,1,0.6936804037220735,False
ĠJohn,смысл-част,1,0.6567828576337614,False
".""",пункт,1,0.6914199107366407,False
-,пункт,1,0.7840964955875048,False
Ġcan,служ,2,0.25296520765321745,True
Ġit,служ,7,0.4314158250547496,True
Ġsaid,смысл-част,3,0.16309986747569938,True
etics,подслово,2,0.1994424010528759,True
Ġhow,служ,1,0.7334714920525962,False
Ġpublic,смысл-част,1,0.6249349553719218,False
Ġchairman,смысл-редк,1,0.7783277845977696,False
Ġalso,служ,1,0.7737424176167997,False
Ġthat,служ,3,0.372408813000653,True
Ġthen,служ,1,0.8332100900610212,False
Ġto,служ,9,0.5462524684560524,True
Ġgenetic,смысл-редк,2,0.3629827726161106,True
",",пункт,11,0.38028685671408985,True
etics,подслово,2,0.1994424010528759,True
Ġthe,служ,5,0.34972172945832447,True
Ġwas,служ,1,0.7505608908577274,False
Ġof,служ,6,0.4062596744510369,True
Ġ24,пункт,1,0.8847955522246451,False
Ġto,служ,9,0.5730326306615301,True
ĠParticipants,смысл-редк,2,0.27532955982363827,True
Ġfor,служ,4,0.5644523672530355,True
Ġtheir,служ,4,0.36347471201325643,True
Ġtool,смысл-редк,1,0.7349466489774129,False
Ġto,служ,9,0.4649021277490715,True
Ġsequencing,смысл-редк,1,0.741917366480096,False
Ġyou,служ,2,0.5686452585080999,True
Ġused,смысл-част,1,0.7476455723602337,False
Ġare,служ,1,0.5921314130598707,False
Ġthose,служ,1,0.6768059335018838,False
Ġproject,смысл-редк,1,0.6467636475850085,False
.,пункт,7,0.4128780528849631,True
ĠGenome,смысл-редк,1,0.6705259172770522,False
.,сток,7,0.04145222453745132,False
Ġso,служ,1,0.8063825465635074,False
Ġit,служ,7,0.37458499585065946,True
Ġand,служ,5,0.5413532139110045,True
Ġthat,служ,3,0.42826431703534446,True
Ġis,служ,4,0.41748470734397697,True
Ġof,служ,6,0.3884960545525749,True
Ġincluding,смысл-част,1,0.7829277751949357,False
Ġto,служ,9,0.5447612747800251,True
",",пункт,11,0.4929201544229673,True
ian,подслово,1,0.6909436675254472,False
ĠParticipants,смысл-редк,2,0.27532955982363827,True
ĠThey,служ,1,0.8011029047332952,False
.,сток,7,0.04290944947370438,False
ĠC,смысл-част,1,0.8698948231384659,False
Ġat,служ,1,0.7657081534363664,False
Ġthe,служ,5,0.34972172945832447,True
Ġyour,служ,1,0.48106401119718245,False
Ġto,служ,9,0.5015083413219952,True
",",пункт,11,0.3569555704654787,True
Ġgenetic,смысл-редк,2,0.3629827726161106,True
ĠHe,служ,1,0.8011029047332952,False
Ġof,служ,6,0.4062596744510369,True
're,подслово,2,0.44915162111629214,True
Ġdata,смысл-част,2,0.3681752599533845,True
Ġwhat,служ,1,0.7334714920525962,False
ĠCollege,смысл-редк,1,0.7904746506418653,False
Ġhuge,смысл-част,1,0.6249349553719218,False
Ġpeople,смысл-част,2,0.37862975033585533,True
Ġthe,служ,5,0.44118444725449185,True
ĠN,смысл-част,1,0.7184061996626459,False
Ġfor,служ,4,0.5578321330069829,True
Ġreason,смысл-част,1,0.8324926974751218,False
Ġborn,смысл-редк,1,0.6953347220790832,False
Ġis,служ,4,0.4562134452363913,True
Ġhave,служ,2,0.6226556258673248,True
Ġpresence,смысл-редк,1,0.768714861161977,False
ĠProject,смысл-редк,1,0.6467636475850085,False
Ġcould,служ,2,0.44151721275905415,True
ĠAlert,смысл-редк,1,0.7533549940261087,False
Ġany,служ,1,0.6997259980709402,False
cer,подслово,1,0.7375581815631227,False
Ġfew,служ,1,0.7589508439529749,False
